# June 2018
# Blast hits and expectation values
# seq_id    start-end e_val
seq_id start_end exp_val
GU586649 71-1067 2.30e-57
GU586648 71-1067 2.30e-57
FJ416279 79-544 2.30e-57
FJ416253 79-544 2.30e-57
FJ416248 79-544 2.30e-57
KY781724 26-598 8.28e-57
KX909641 2-483 8.28e-57
KU504574 64-1080 8.28e-57
KF434325 2-622 8.28e-57
KF434322 2-622 8.28e-57
EU349396 79-522 8.28e-57
EU349386 79-522 8.28e-57
FJ416277 79-540 8.28e-57
FJ416276 79-540 8.28e-57
FJ416260 79-540 8.28e-57
FJ416262 79-540 8.28e-57
FJ416259 79-540 8.28e-57
FJ416184 79-540 8.28e-57
FJ416183 79-540 8.28e-57
EF646605 16-825 8.28e-57
AY722240 25-516 8.28e-57
MG028226 1-863 2.98e-56
MG028225 1-863 2.98e-56
MG028224 1-863 2.98e-56
MG028187 1-863 2.98e-56
MG028186 1-863 2.98e-56
MG028185 1-863 2.98e-56
MG028184 1-863 2.98e-56
MG028182 1-863 2.98e-56
MG028180 1-863 2.98e-56
MG028179 1-863 2.98e-56
MG028177 1-863 2.98e-56
MG028176 1-863 2.98e-56
MG028175 1-863 2.98e-56
MG028174 1-863 2.98e-56
MG028172 1-863 2.98e-56
MG028171 1-863 2.98e-56
MG028170 1-863 2.98e-56
MG028169 1-863 2.98e-56
MG028168 1-863 2.98e-56
MG028038 1-863 2.98e-56
MG028037 1-863 2.98e-56
MG028036 1-863 2.98e-56
MG028035 1-863 2.98e-56
MG028034 1-863 2.98e-56
MG028032 1-863 2.98e-56
MG028031 1-863 2.98e-56
MG028030 1-863 2.98e-56
MG028028 1-863 2.98e-56
MG028027 1-863 2.98e-56
MG028026 1-863 2.98e-56
MG028025 1-863 2.98e-56
MG028024 1-863 2.98e-56
MG028023 1-863 2.98e-56
KX909663 2-483 2.98e-56
KX909658 2-483 2.98e-56
KX909648 2-483 2.98e-56
KX909623 2-483 2.98e-56
KX909622 2-483 2.98e-56
KX909621 2-483 2.98e-56
KX909619 2-483 2.98e-56
KX909614 2-483 2.98e-56
KX909613 2-483 2.98e-56
KX909608 2-483 2.98e-56
KX909607 2-483 2.98e-56
KX909605 2-483 2.98e-56
KX909604 2-483 2.98e-56
KX909602 2-483 2.98e-56
KP769973 4-785 2.98e-56
KP769972 4-785 2.98e-56
LC030020 25-371 2.98e-56
KP336547 14407-15035 2.98e-56
JX001662 30-697 2.98e-56
KP322894 63-574 2.98e-56
KM083004 4-785 2.98e-56
KF265105 22-920 2.98e-56
KF386556 16-824 2.98e-56
KF386553 16-824 2.98e-56
HQ180082 25-515 2.98e-56
HQ612223 47-678 2.98e-56
HQ612220 53-678 2.98e-56
HQ612219 53-678 2.98e-56
HQ612211 47-678 2.98e-56
HQ612194 53-678 2.98e-56
HQ612193 47-678 2.98e-56
HQ612191 53-678 2.98e-56
HQ612188 53-678 2.98e-56
AB548681 3-595 2.98e-56
GQ275183 70-872 2.98e-56
EF564706 1-473 2.98e-56
EU095730 16-983 2.98e-56
EU679420 55-1076 2.98e-56
EF126104 68-1080 2.98e-56
AY619624 64-689 2.98e-56
AY619622 64-689 2.98e-56
AY619621 58-689 2.98e-56
AY619610 58-689 2.98e-56
AY619608 64-689 2.98e-56
AY781110 3-476 2.98e-56
KP981389 14190-14568 1.07e-55
KJ492388 80-485 1.07e-55
KJ492385 80-515 1.07e-55
KM283254 706-82 1.07e-55
KJ018965 1-670 1.07e-55
KJ018961 1-670 1.07e-55
KJ018959 1-670 1.07e-55
KJ018957 1-670 1.07e-55
KJ018954 1-670 1.07e-55
KJ018953 1-670 1.07e-55
KJ018952 1-670 1.07e-55
KJ018950 1-670 1.07e-55
KJ018947 1-670 1.07e-55
KJ018946 1-670 1.07e-55
KJ018935 1-670 1.07e-55
KJ018929 1-670 1.07e-55
KJ018928 1-670 1.07e-55
JF923844 82-875 1.07e-55
FJ416278 79-544 1.07e-55
AY693495 3-433 1.07e-55
AY328862 1-559 1.07e-55
AY253656 49-697 1.07e-55
AY253655 49-697 1.07e-55
AY253654 48-696 1.07e-55
AY253653 48-696 1.07e-55
AY253651 48-696 1.07e-55
AY253649 49-697 1.07e-55
AY253646 49-697 1.07e-55
AY253645 49-697 1.07e-55
AY253644 49-697 1.07e-55
KT443855 1-444 3.85e-55
KY781732 26-598 3.85e-55
KY781731 26-598 3.85e-55
KY781726 26-598 3.85e-55
KY781720 26-598 3.85e-55
KY781719 26-598 3.85e-55
KY781718 26-598 3.85e-55
KY781717 26-598 3.85e-55
KY781716 26-598 3.85e-55
KY781715 26-598 3.85e-55
KY781714 26-598 3.85e-55
KY781713 26-598 3.85e-55
KY781711 26-598 3.85e-55
KY781708 26-598 3.85e-55
LN834675 61-564 3.85e-55
KT598861 64-1080 3.85e-55
JX001659 1-597 3.85e-55
KJ652770 37-498 3.85e-55
HQ612185 53-673 3.85e-55
FJ416263 79-540 3.85e-55
FJ416251 79-540 3.85e-55
FJ416188 79-540 3.85e-55
FJ416187 79-540 3.85e-55
FJ416186 79-540 3.85e-55
FJ416185 79-540 3.85e-55
FJ416182 79-540 3.85e-55
FJ416181 79-540 3.85e-55
FJ227480 58-882 3.85e-55
DQ294519 1-786 3.85e-55
AY693496 3-422 3.85e-55
MG028173 1-863 1.39e-54
MG028033 1-863 1.39e-54
KX909657 2-483 1.39e-54
KX909656 2-483 1.39e-54
KX909654 2-483 1.39e-54
KX909626 2-483 1.39e-54
KX909625 2-483 1.39e-54
KX909615 2-483 1.39e-54
KX909606 2-483 1.39e-54
KP769971 4-785 1.39e-54
KP769969 4-785 1.39e-54
KM083007 4-785 1.39e-54
KM083006 4-785 1.39e-54
HQ612230 53-678 1.39e-54
HQ612227 53-678 1.39e-54
HQ612225 53-678 1.39e-54
HQ612222 53-678 1.39e-54
HQ612204 47-678 1.39e-54
HQ612196 53-678 1.39e-54
HQ612195 53-678 1.39e-54
HQ612187 47-678 1.39e-54
AP009495 14911-15914 1.39e-54
AY619637 64-668 1.39e-54
AY619635 64-689 1.39e-54
AY619625 58-689 1.39e-54
AY619614 58-689 1.39e-54
AY463514 1-1037 1.39e-54
AY253642 49-674 1.39e-54
AF323030 154-608 1.39e-54
L11559 3-578 1.39e-54
L11558 6-562 1.39e-54
LN834644 61-673 4.98e-54
LN834630 61-673 4.98e-54
LN834628 61-673 4.98e-54
LN834627 61-673 4.98e-54
LN834626 61-673 4.98e-54
KP020049 695-62 4.98e-54
KP119011 71-1055 4.98e-54
KM283293 706-82 4.98e-54
KM283292 706-82 4.98e-54
KJ018958 1-670 4.98e-54
KJ018951 1-670 4.98e-54
KJ018932 1-670 4.98e-54
KJ018927 1-670 4.98e-54
HQ289641 117-969 4.98e-54
JF923843 82-875 4.98e-54
AY253648 49-697 4.98e-54
AY253637 49-697 4.98e-54
AY253635 49-697 4.98e-54
AY253634 49-697 4.98e-54
AY253633 32-680 4.98e-54
AY253631 58-697 4.98e-54
AY253628 58-697 4.98e-54
AY973059 1-502 4.98e-54
KY781729 26-598 1.79e-53
KY781728 26-598 1.79e-53
KY781725 26-598 1.79e-53
KY781723 26-598 1.79e-53
KY781722 26-598 1.79e-53
KY781712 26-598 1.79e-53
KY781710 26-598 1.79e-53
KY781709 26-598 1.79e-53
KY781707 26-598 1.79e-53
JX001663 1-597 1.79e-53
KM225707 58-882 1.79e-53
KM283318 706-82 1.79e-53
KM283317 706-82 1.79e-53
KM071561 58-1101 1.79e-53
GU209631 46-519 1.79e-53
GQ220015 58-697 1.79e-53
FJ416274 79-540 1.79e-53
EU380912 22-423 1.79e-53
MF155832 54-547 6.45e-53
KX909655 2-483 6.45e-53
KX909637 2-483 6.45e-53
KX909636 2-483 6.45e-53
KX909635 2-483 6.45e-53
KR004436 23-501 6.45e-53
KT279108 1047-242 6.45e-53
KR061552 70-659 6.45e-53
JX029377 1-656 6.45e-53
JX029203 1-656 6.45e-53
HQ612231 47-678 6.45e-53
HQ612228 47-678 6.45e-53
HQ612209 47-678 6.45e-53
GQ142125 71-1068 6.45e-53
AY851714 34-524 6.45e-53
AY851710 34-524 6.45e-53
M99460 58-872 6.45e-53
KU904413 2-410 2.32e-52
KP119014 71-1055 2.32e-52
KP119012 71-1055 2.32e-52
KJ018949 1-670 2.32e-52
AY253643 49-697 2.32e-52
AY253632 49-697 2.32e-52
AY253624 56-695 2.32e-52
AY253619 58-697 2.32e-52
AY253613 58-697 2.32e-52
AY253612 58-697 2.32e-52
AY253611 58-697 2.32e-52
AY253607 58-697 2.32e-52
AY253604 58-697 2.32e-52
KJ810506 73-876 8.34e-52
KM283320 706-82 8.34e-52
JN165302 58-882 8.34e-52
FJ830034 2-577 8.34e-52
FJ227404 58-882 8.34e-52
FJ227403 58-882 8.34e-52
EF126105 68-958 8.34e-52
EF110848 73-874 8.34e-52
AY267242 2-982 8.34e-52
AY253629 58-810 8.34e-52
KY689874 79-875 3.00e-51
KT592602 28-593 3.00e-51
KP714848 31-572 3.00e-51
LN835029 61-1040 3.00e-51
KJ492343 80-518 3.00e-51
KJ492330 80-518 3.00e-51
KJ082012 58-872 3.00e-51
KJ082008 58-872 3.00e-51
KP119007 71-876 3.00e-51
KJ742590 13719-14533 3.00e-51
JX029584 11-684 3.00e-51
JX029267 1-656 3.00e-51
JX029245 1-656 3.00e-51
JX042244 16-785 3.00e-51
JN580224 70-413 3.00e-51
JN580222 70-413 3.00e-51
JN580221 70-413 3.00e-51
JN580211 70-413 3.00e-51
JN580209 70-413 3.00e-51
JN580200 70-413 3.00e-51
JN580198 70-413 3.00e-51
JN580196 70-413 3.00e-51
JN580194 70-413 3.00e-51
HQ290530 28-437 3.00e-51
HQ612218 47-678 3.00e-51
AM945754 32-846 3.00e-51
AB303226 58-1055 3.00e-51
EF110850 61-875 3.00e-51
DQ419780 17-441 3.00e-51
AB096809 58-872 3.00e-51
KJ492345 80-515 1.08e-50
KJ492344 80-515 1.08e-50
KP020047 714-65 1.08e-50
KJ484208 60-660 1.08e-50
KJ484192 75-660 1.08e-50
JQ741568 21-678 1.08e-50
GQ219996 48-697 1.08e-50
AY253630 58-697 1.08e-50
AY253627 58-697 1.08e-50
AY253617 58-697 1.08e-50
AY253616 58-697 1.08e-50
KY851950 14184-14998 3.88e-50
KY851918 14184-14998 3.88e-50
KY024902 58-882 3.88e-50
KY024900 58-882 3.88e-50
KU359728 25-849 3.88e-50
KU359537 58-882 3.88e-50
KU870764 3-524 3.88e-50
KJ492360 80-517 3.88e-50
KJ492359 80-517 3.88e-50
KM225712 58-882 3.88e-50
KM225709 58-882 3.88e-50
KM225706 58-882 3.88e-50
KM225704 58-882 3.88e-50
JX029585 67-684 3.88e-50
JN165309 58-882 3.88e-50
JN165301 58-882 3.88e-50
JN165295 58-882 3.88e-50
JN165294 58-882 3.88e-50
JN165293 58-882 3.88e-50
JN165292 58-882 3.88e-50
FJ227472 58-882 3.88e-50
FJ227471 58-882 3.88e-50
FJ227461 58-882 3.88e-50
FJ227424 58-882 3.88e-50
FJ227421 58-882 3.88e-50
FJ227419 58-882 3.88e-50
FJ227391 58-882 3.88e-50
FJ227382 58-882 3.88e-50
FJ227369 58-882 3.88e-50
FJ227364 58-882 3.88e-50
FJ227361 58-882 3.88e-50
FJ227358 58-882 3.88e-50
FJ227345 58-882 3.88e-50
FJ227338 58-882 3.88e-50
KY753942 67-872 1.40e-49
KY851957 14184-14998 1.40e-49
KY851952 14184-14998 1.40e-49
KY851951 14184-14998 1.40e-49
KY851948 14184-14998 1.40e-49
KY851946 14184-14998 1.40e-49
KY851945 14184-14998 1.40e-49
KY851943 14184-14998 1.40e-49
KY851941 14184-14998 1.40e-49
KY851937 14184-14998 1.40e-49
KY851917 14184-14998 1.40e-49
KY689910 79-875 1.40e-49
KY689905 79-875 1.40e-49
KY689902 79-875 1.40e-49
KY689896 79-875 1.40e-49
KY689889 79-875 1.40e-49
KY689888 79-875 1.40e-49
KY689887 79-875 1.40e-49
KY689882 79-875 1.40e-49
KY689877 79-875 1.40e-49
KY689876 79-875 1.40e-49
KY689875 79-875 1.40e-49
KY689873 79-875 1.40e-49
KP714857 31-572 1.40e-49
KP714855 31-572 1.40e-49
KP714854 31-572 1.40e-49
KP714853 31-572 1.40e-49
KP714852 31-572 1.40e-49
KP714850 31-572 1.40e-49
KP714845 31-572 1.40e-49
KU359563 58-863 1.40e-49
KU860002 58-872 1.40e-49
KU859999 58-872 1.40e-49
KT279100 1047-242 1.40e-49
KR024636 26-411 1.40e-49
KR024633 26-411 1.40e-49
KR024630 26-411 1.40e-49
KR024627 26-411 1.40e-49
KR024624 26-411 1.40e-49
KR024621 26-411 1.40e-49
KR024615 26-411 1.40e-49
KR024612 26-411 1.40e-49
KR024594 26-411 1.40e-49
KR024588 26-411 1.40e-49
KR024582 26-411 1.40e-49
KR024579 26-411 1.40e-49
KJ492355 80-518 1.40e-49
KJ492346 74-512 1.40e-49
KJ492336 80-518 1.40e-49
KJ492335 80-518 1.40e-49
KJ082029 58-872 1.40e-49
KJ082022 58-872 1.40e-49
KJ082021 58-872 1.40e-49
KJ082015 58-872 1.40e-49
KJ082014 58-872 1.40e-49
KJ082011 58-872 1.40e-49
KJ082006 58-872 1.40e-49
KP119008 71-876 1.40e-49
KJ857284 58-872 1.40e-49
KF418779 1-752 1.40e-49
HG003313 14210-14778 1.40e-49
JX029571 11-684 1.40e-49
JX029482 11-684 1.40e-49
JX042245 16-785 1.40e-49
JN580225 70-413 1.40e-49
JN580219 70-413 1.40e-49
JN580218 70-413 1.40e-49
JN580216 70-413 1.40e-49
JN580215 70-413 1.40e-49
JN580214 70-413 1.40e-49
JN580210 70-413 1.40e-49
JN580207 70-413 1.40e-49
JN580205 70-413 1.40e-49
JN580203 70-413 1.40e-49
JN580199 70-413 1.40e-49
JN580193 70-413 1.40e-49
JN580189 70-413 1.40e-49
HM034908 58-872 1.40e-49
HM034877 58-1055 1.40e-49
FJ752424 14915-15699 1.40e-49
AM945749 48-862 1.40e-49
AM945740 48-862 1.40e-49
GQ220006 48-697 1.40e-49
FJ227428 68-882 1.40e-49
DQ519050 48-862 1.40e-49
DQ519049 58-872 1.40e-49
AF427333 32-846 1.40e-49
AF427332 32-846 1.40e-49
U89189 79-875 1.40e-49
AM945748 46-860 5.02e-49
EU192165 68-884 5.02e-49
EU349733 68-872 5.02e-49
AY253609 58-697 5.02e-49
L11557 1-427 5.02e-49
MF155834 75-560 1.81e-48
KY024906 58-882 1.81e-48
KY024903 58-882 1.81e-48
KY024895 39-863 1.81e-48
KY024894 37-861 1.81e-48
KY024893 36-860 1.81e-48
KY024892 39-863 1.81e-48
KY024891 38-862 1.81e-48
KY024890 32-856 1.81e-48
KU359564 58-882 1.81e-48
KU359539 43-867 1.81e-48
KJ492361 80-515 1.81e-48
KM225710 58-882 1.81e-48
JX029591 67-684 1.81e-48
JN165311 58-882 1.81e-48
JN165310 58-882 1.81e-48
JN165305 58-882 1.81e-48
JN165300 58-882 1.81e-48
JN165299 58-882 1.81e-48
JN165298 58-882 1.81e-48
JN165297 58-882 1.81e-48
JN165286 58-882 1.81e-48
AB504030 8-493 1.81e-48
FJ227482 58-882 1.81e-48
FJ227479 58-882 1.81e-48
FJ227477 58-882 1.81e-48
FJ227468 58-882 1.81e-48
FJ227466 58-882 1.81e-48
FJ227464 58-882 1.81e-48
FJ227460 58-882 1.81e-48
FJ227459 58-882 1.81e-48
FJ227455 58-882 1.81e-48
FJ227440 58-882 1.81e-48
FJ227438 58-882 1.81e-48
FJ227435 58-882 1.81e-48
FJ227430 58-882 1.81e-48
FJ227429 58-882 1.81e-48
FJ227426 58-882 1.81e-48
FJ227425 58-882 1.81e-48
FJ227423 58-882 1.81e-48
FJ227422 58-882 1.81e-48
FJ227417 58-882 1.81e-48
FJ227405 58-882 1.81e-48
FJ227397 58-882 1.81e-48
FJ227395 58-882 1.81e-48
FJ227393 58-882 1.81e-48
FJ227392 58-882 1.81e-48
FJ227389 58-882 1.81e-48
FJ227387 58-882 1.81e-48
FJ227386 58-882 1.81e-48
FJ227366 58-882 1.81e-48
FJ227362 58-882 1.81e-48
FJ227360 58-882 1.81e-48
FJ227346 58-882 1.81e-48
FJ227344 58-882 1.81e-48
FJ227343 58-882 1.81e-48
FJ227337 58-882 1.81e-48
EF562746 3-1064 1.81e-48
EF562744 3-1064 1.81e-48
DQ385741 58-882 1.81e-48
AY884581 39-437 1.81e-48
AY884580 39-437 1.81e-48
AY884577 39-437 1.81e-48
DQ297659 58-882 1.81e-48
KY851959 14184-14998 6.49e-48
KY851958 14184-14998 6.49e-48
KY851956 14184-14998 6.49e-48
KY851953 14184-14998 6.49e-48
KY851949 14184-14998 6.49e-48
KY851947 14187-15001 6.49e-48
KY851932 14184-14998 6.49e-48
KY851930 14184-14998 6.49e-48
KY851922 14184-14998 6.49e-48
KY689919 79-875 6.49e-48
KY689918 79-875 6.49e-48
KY689916 79-875 6.49e-48
KY689915 79-875 6.49e-48
KY689914 79-875 6.49e-48
KY689913 79-875 6.49e-48
KY689911 79-875 6.49e-48
KY689909 79-875 6.49e-48
KY689908 79-875 6.49e-48
KY689903 79-875 6.49e-48
KY689898 79-875 6.49e-48
KY689897 79-875 6.49e-48
KY689895 79-875 6.49e-48
KY689894 79-875 6.49e-48
KY689890 79-875 6.49e-48
KY689885 79-875 6.49e-48
KY689883 79-875 6.49e-48
KY689880 79-875 6.49e-48
KY689879 79-875 6.49e-48
KY689872 79-875 6.49e-48
KY378808 61-857 6.49e-48
KX769302 4-737 6.49e-48
KX769295 4-740 6.49e-48
KX769272 4-737 6.49e-48
KX769255 29-645 6.49e-48
KU359725 49-854 6.49e-48
KU860004 58-872 6.49e-48
KU860003 58-872 6.49e-48
KU860001 58-872 6.49e-48
KU860000 58-872 6.49e-48
KR004504 23-501 6.49e-48
LN834944 61-449 6.49e-48
KR338985 58-872 6.49e-48
KR338984 58-872 6.49e-48
KR338983 58-872 6.49e-48
KT279106 1047-242 6.49e-48
KR024618 26-411 6.49e-48
KR024609 26-411 6.49e-48
KR024606 26-411 6.49e-48
KR024603 26-411 6.49e-48
KR024600 26-411 6.49e-48
KR024591 26-411 6.49e-48
KR024585 26-411 6.49e-48
KR061554 70-548 6.49e-48
KJ492364 80-518 6.49e-48
KJ492333 80-518 6.49e-48
KJ492327 80-518 6.49e-48
KJ492320 80-518 6.49e-48
KJ082028 58-1055 6.49e-48
KJ082026 58-872 6.49e-48
KJ082018 58-872 6.49e-48
KJ082017 58-872 6.49e-48
KJ082010 58-1055 6.49e-48
KJ082009 58-872 6.49e-48
KJ082007 58-872 6.49e-48
KJ082002 58-1055 6.49e-48
KJ081990 58-1055 6.49e-48
KM455480 66-544 6.49e-48
JX029719 11-684 6.49e-48
JX029662 11-684 6.49e-48
JX029631 11-684 6.49e-48
JX029519 11-684 6.49e-48
JX029507 11-684 6.49e-48
JX029497 11-684 6.49e-48
JX029496 11-684 6.49e-48
HQ676730 1-425 6.49e-48
JN580223 70-413 6.49e-48
JN580217 70-413 6.49e-48
JN580213 70-413 6.49e-48
JN580212 70-413 6.49e-48
JN580208 70-413 6.49e-48
JN580206 70-413 6.49e-48
JN580202 70-413 6.49e-48
JN580201 70-413 6.49e-48
JN580190 70-413 6.49e-48
HM034906 58-872 6.49e-48
HM034896 58-872 6.49e-48
HM034891 58-872 6.49e-48
HM034890 58-1055 6.49e-48
HM034880 58-872 6.49e-48
HM034874 58-872 6.49e-48
AM945838 16-1013 6.49e-48
AM945753 35-849 6.49e-48
AM945750 30-844 6.49e-48
EU258541 68-693 6.49e-48
EU294251 68-693 6.49e-48
EU294250 68-693 6.49e-48
EU294249 68-693 6.49e-48
EF571185 16-866 6.49e-48
DQ519052 37-851 6.49e-48
AY389012 58-872 6.49e-48
AF522336 49-863 6.49e-48
AF522325 58-548 6.49e-48
AF159390 58-872 6.49e-48
AJ311145 58-872 6.49e-48
AJ311144 58-872 6.49e-48
AB032851 58-872 6.49e-48
KJ492332 80-515 2.34e-47
KJ492328 80-515 2.34e-47
KM081151 120-747 2.34e-47
AM945747 17-803 2.34e-47
FJ416275 79-563 2.34e-47
FJ416273 79-563 2.34e-47
FJ416267 79-563 2.34e-47
FJ227478 69-882 2.34e-47
AF373034 1-574 2.34e-47
KY851944 14184-14996 8.40e-47
KX769358 24-640 8.40e-47
KU342193 3-483 8.40e-47
KU342192 3-483 8.40e-47
KU342191 3-483 8.40e-47
KU342190 3-483 8.40e-47
KU342189 3-483 8.40e-47
KU342188 3-483 8.40e-47
KU342187 3-483 8.40e-47
KU342186 3-483 8.40e-47
KU342185 3-483 8.40e-47
KU342184 3-483 8.40e-47
KU342183 3-483 8.40e-47
KU342182 3-483 8.40e-47
KU342181 3-483 8.40e-47
KU342180 3-483 8.40e-47
KU342179 3-483 8.40e-47
KU342178 3-483 8.40e-47
KU342177 3-483 8.40e-47
KU342176 3-483 8.40e-47
KU342175 3-483 8.40e-47
KU342174 3-483 8.40e-47
KU342173 3-483 8.40e-47
KU342172 3-483 8.40e-47
KU342171 3-483 8.40e-47
KU342170 3-483 8.40e-47
KU342169 3-483 8.40e-47
KU342168 3-483 8.40e-47
KU342167 3-483 8.40e-47
KU342166 3-483 8.40e-47
KU342165 3-483 8.40e-47
KU342164 3-483 8.40e-47
KU342163 3-483 8.40e-47
KU342162 3-483 8.40e-47
KU342161 3-483 8.40e-47
KU342160 3-483 8.40e-47
KU342159 3-483 8.40e-47
KU342158 3-483 8.40e-47
KU342134 3-483 8.40e-47
KU342133 3-483 8.40e-47
KU342132 3-483 8.40e-47
KU342131 3-483 8.40e-47
KU342130 3-483 8.40e-47
KU342129 3-483 8.40e-47
KU342128 3-483 8.40e-47
KU342127 3-483 8.40e-47
KU342126 3-483 8.40e-47
KU342125 3-483 8.40e-47
KU342124 3-483 8.40e-47
KU342123 3-483 8.40e-47
KU342122 3-483 8.40e-47
KU342121 3-483 8.40e-47
KU342120 3-483 8.40e-47
KU342119 3-483 8.40e-47
KU342118 3-483 8.40e-47
KU342117 3-483 8.40e-47
KU342116 3-483 8.40e-47
KU342115 3-483 8.40e-47
KU342114 3-483 8.40e-47
KU342113 3-483 8.40e-47
KU342112 3-483 8.40e-47
KU342111 3-483 8.40e-47
KU342110 3-483 8.40e-47
KU342109 3-483 8.40e-47
KU342108 3-483 8.40e-47
KU342107 3-483 8.40e-47
KU342106 3-483 8.40e-47
KU342105 3-483 8.40e-47
KU342104 3-483 8.40e-47
KU342103 3-483 8.40e-47
KU342102 3-483 8.40e-47
KU342101 3-483 8.40e-47
KU342100 3-483 8.40e-47
KU342099 3-483 8.40e-47
KU342098 3-483 8.40e-47
KU342097 3-483 8.40e-47
KU342096 3-483 8.40e-47
KU342095 3-483 8.40e-47
KU342094 3-483 8.40e-47
KU342093 3-483 8.40e-47
KU342092 3-483 8.40e-47
KU342091 3-483 8.40e-47
KU342090 3-483 8.40e-47
KU342089 3-483 8.40e-47
KU342088 3-483 8.40e-47
KU342087 3-483 8.40e-47
KU342086 3-483 8.40e-47
KU342085 3-483 8.40e-47
KU342084 3-483 8.40e-47
KU342083 3-483 8.40e-47
KU359538 40-864 8.40e-47
KU359536 58-882 8.40e-47
KU359535 58-882 8.40e-47
KJ492357 80-517 8.40e-47
KJ492356 80-517 8.40e-47
KJ857286 58-1065 8.40e-47
JX682571 58-882 8.40e-47
JX029493 67-684 8.40e-47
JN165308 58-882 8.40e-47
JN165306 58-882 8.40e-47
JN165304 58-882 8.40e-47
JN165303 58-882 8.40e-47
JN165284 58-882 8.40e-47
FJ765113 58-882 8.40e-47
AM945850 43-858 8.40e-47
AM945746 39-854 8.40e-47
FJ264401 22-437 8.40e-47
FJ227476 58-882 8.40e-47
FJ227474 58-882 8.40e-47
FJ227473 58-882 8.40e-47
FJ227469 58-882 8.40e-47
FJ227467 58-882 8.40e-47
FJ227456 58-882 8.40e-47
FJ227453 58-882 8.40e-47
FJ227439 58-882 8.40e-47
FJ227431 58-882 8.40e-47
FJ227414 58-882 8.40e-47
FJ227381 58-882 8.40e-47
FJ227377 58-882 8.40e-47
FJ227368 58-882 8.40e-47
FJ227367 58-882 8.40e-47
FJ227365 58-882 8.40e-47
FJ227363 58-882 8.40e-47
FJ227352 58-882 8.40e-47
FJ227335 58-882 8.40e-47
FJ227334 58-882 8.40e-47
FJ227332 58-882 8.40e-47
FJ227331 58-882 8.40e-47
EU095729 16-819 8.40e-47
EF535828 14213-15037 8.40e-47
DQ385769 58-882 8.40e-47
DQ385768 58-882 8.40e-47
DQ385740 58-882 8.40e-47
AY884575 39-437 8.40e-47
AF273004 58-882 8.40e-47
AF273002 58-882 8.40e-47
AF273001 58-882 8.40e-47
KY851938 14184-14998 3.02e-46
KY851936 14184-14998 3.02e-46
KY851935 14184-14998 3.02e-46
KY851934 14187-15001 3.02e-46
KY851933 14184-14998 3.02e-46
KY851931 14184-14998 3.02e-46
KY851929 14184-14998 3.02e-46
KY851928 14184-14998 3.02e-46
KY851927 14184-14998 3.02e-46
KY851926 14184-14998 3.02e-46
KY851924 14184-14998 3.02e-46
KY851923 14184-14998 3.02e-46
KY851921 14184-14998 3.02e-46
KY851920 14184-14998 3.02e-46
KY851919 14184-14998 3.02e-46
KY851916 14184-14998 3.02e-46
KY851915 14184-14998 3.02e-46
KY851914 14184-14998 3.02e-46
KY851911 14184-14998 3.02e-46
KY851910 14184-14998 3.02e-46
KY851909 14184-14998 3.02e-46
KY851908 14184-14998 3.02e-46
KY851907 14184-14998 3.02e-46
KY851906 14184-14998 3.02e-46
KY851905 14184-14998 3.02e-46
KY851904 14184-14998 3.02e-46
KY851903 14184-14998 3.02e-46
KY851902 14184-14998 3.02e-46
KY851901 14184-14998 3.02e-46
KY851900 14184-14998 3.02e-46
KY851899 14184-14998 3.02e-46
KY851898 14184-14998 3.02e-46
KY851897 14184-14998 3.02e-46
KY851896 14184-14998 3.02e-46
KY851895 14184-14998 3.02e-46
KY851892 14181-14995 3.02e-46
KY689921 79-875 3.02e-46
KY689920 79-875 3.02e-46
KY689917 79-875 3.02e-46
KY689912 79-875 3.02e-46
KY689904 79-875 3.02e-46
KY689901 79-875 3.02e-46
KY689900 79-875 3.02e-46
KY689899 79-875 3.02e-46
KY689893 79-875 3.02e-46
KY689886 79-875 3.02e-46
KY689884 79-875 3.02e-46
KY689878 79-875 3.02e-46
KX769363 36-652 3.02e-46
KX769362 36-652 3.02e-46
KX769361 4-737 3.02e-46
KX769336 121-737 3.02e-46
KX769327 4-740 3.02e-46
KX769322 4-740 3.02e-46
KX769273 4-737 3.02e-46
KX769254 24-640 3.02e-46
KX769253 36-652 3.02e-46
KX769252 35-651 3.02e-46
KU892764 14263-14723 3.02e-46
KX066073 58-872 3.02e-46
KU359718 10-815 3.02e-46
KU359717 37-842 3.02e-46
KU359716 31-836 3.02e-46
KU359603 58-863 3.02e-46
KT279115 1047-59 3.02e-46
KT279107 1047-59 3.02e-46
KT279092 1047-242 3.02e-46
KT279089 1047-242 3.02e-46
KT279081 1047-59 3.02e-46
KR024597 26-411 3.02e-46
KJ492377 80-518 3.02e-46
KJ492376 80-518 3.02e-46
KJ492375 80-518 3.02e-46
KJ492372 80-518 3.02e-46
KJ492338 80-518 3.02e-46
KJ492331 80-515 3.02e-46
KJ492325 80-518 3.02e-46
KJ082025 58-872 3.02e-46
KJ081996 58-872 3.02e-46
KJ081994 58-872 3.02e-46
KJ081984 58-872 3.02e-46
KJ081983 58-872 3.02e-46
KJ081981 58-872 3.02e-46
KM455474 66-544 3.02e-46
KF294389 58-872 3.02e-46
KJ505817 71-1068 3.02e-46
JX029739 11-684 3.02e-46
JX029518 11-684 3.02e-46
JX029503 11-684 3.02e-46
JX029501 11-684 3.02e-46
JX029498 11-684 3.02e-46
JX029495 11-684 3.02e-46
